Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Panier,shipping_delay,profit_margin,delivery_time
9621,CA-2014-115133,2014-09-26,2014-09-30,Standard Class,a1947982d10ede6c5363260817cd6e1aef9751b79c41837cf7630c6e35cde7e5,Home Office,United States,Lancaster,Lancaster,43130.0,East,OFF-AP-10001634,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum,16.704,6.0,0.2,1.2528,Hoover Commercial Lightweight Upright Vacuum,4 days,0.075,4.0
9622,CA-2014-115133,2014-09-26,2014-09-30,Standard Class,a1947982d10ede6c5363260817cd6e1aef9751b79c41837cf7630c6e35cde7e5,Home Office,United States,Lancaster,Lancaster,43130.0,East,TEC-AC-10002370,Technology,Accessories,Maxell CD-R Discs,,2.0,0.2,0.4728,Maxell CD-R Discs,4 days,,4.0
9623,CA-2014-115133,2014-09-26,2014-09-30,Standard Class,a1947982d10ede6c5363260817cd6e1aef9751b79c41837cf7630c6e35cde7e5,Home Office,United States,Lancaster,Lancaster,43130.0,East,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",32.896,4.0,0.2,11.1024,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",4 days,0.33749999999999997,4.0
9624,CA-2017-137449,2017-06-29,2017-06-30,First Class,f9a0beb671bc49c12003d6bff8babde7d4484cadd13d2a60c27cfd9a58bcaf5a,Consumer,United States,Dallas,Dallas,75217.0,Central,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,21.392,2.0,0.0,7.2576,Belkin F9G930V10-GRY 9 Outlet Surge,1 days,0.3392670157068063,1.0
9625,CA-2017-137449,2017-06-29,2017-06-30,First Class,f9a0beb671bc49c12003d6bff8babde7d4484cadd13d2a60c27cfd9a58bcaf5a,Consumer,United States,Dallas,Dallas,75220.0,Central,FUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,307.314,3.0,0.3,-39.5118,Bevis Round Conference Table Top & Single Column Base,1 days,-0.12857142857142856,1.0
9626,CA-2017-137449,2017-06-29,2017-06-30,First Class,f9a0beb671bc49c12003d6bff8babde7d4484cadd13d2a60c27cfd9a58bcaf5a,Consumer,United States,Dallas,Dallas,75220.0,Central,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,409.9992,3.0,0.32,7.2576,O'Sullivan Plantations 2-Door Library in Landvery Oak,1 days,0.017701497954142352,1.0
9627,CA-2017-103520,2017-09-23,2017-09-25,First Class,08e78c5c7016583ea3b387fe33cb9294d4b65d1915e5347516f2447fb63a4634,Corporate,United States,Lubbock,Lubbock,79424.0,Central,OFF-PA-10001846,Office Supplies,Paper,Xerox 1899,9.248,2.0,0.2,3.3524,Xerox 1899,2 days,0.3625,2.0
9628,CA-2014-139283,2014-11-23,2014-11-27,Standard Class,b13236fe29b083f78f723bd26c1230f61ba13d7ce1c5fbeb834e7c9ad5f33938,Consumer,United States,Detroit,Detroit,48227.0,Central,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,14.67,3.0,0.0,6.7482,UniKeep View Case Binders,4 days,0.45999999999999996,4.0
9629,CA-2014-118192,2014-01-13,2014-01-18,Standard Class,c48c711e5da0498639e9097a430cb56bfb4fc449137d9bc82af53c30ce823cfb,Consumer,United States,Newark,Newark,43055.0,East,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,37.408,7.0,0.2,13.0928,Xerox 1923,5 days,0.35,5.0
9630,CA-2014-118192,2014-01-13,2014-01-18,Standard Class,c48c711e5da0498639e9097a430cb56bfb4fc449137d9bc82af53c30ce823cfb,Consumer,United States,Newark,Newark,43055.0,East,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,3.438,2.0,0.0,-2.5212,Avery Metallic Poly Binders,5 days,-0.7333333333333333,5.0
9631,CA-2016-168844,2016-05-31,2016-06-06,Standard Class,1a909b735b4175b36256f389ff9c8dea6d8177df67a3dd9ed7f6699b934dcb60,Consumer,United States,New York City,New York City,10011.0,East,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,7.152,3.0,0.2,2.3244,Avery Hidden Tab Dividers for Binding Systems,6 days,0.32499999999999996,6.0
9632,CA-2016-168844,2016-05-31,2016-06-06,Standard Class,1a909b735b4175b36256f389ff9c8dea6d8177df67a3dd9ed7f6699b934dcb60,Consumer,United States,New York City,New York City,10011.0,East,TEC-PH-10003215,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,179.7,6.0,0.0,7.2576,Jackery Bar Premium Fast-charging Portable Charger,6 days,0.0403873121869783,6.0
9633,CA-2017-154809,2017-02-13,2017-02-17,Standard Class,360d850c3d7945f54da94fa0a507dd28b4d9a1bf3d697ad00bb9bf2365fbaebb,Consumer,United States,Minneapolis,Minneapolis,55407.0.0,Central,OFF-AP-10004785,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",90.64,8.0,0.0,38.9752,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",4 days,0.43,4.0
9634,CA-2014-151330,2014-10-14,2014-10-17,First Class,06995bd404f477b2b964353f1a79077604e5c41c0e73b47dd4ce6f8bbe064bf7,Consumer,United States,Everett,Everett,2149.0,East,TEC-AC-10000865,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,177.0,3.0,0.0,30.09,WD My Passport Ultra 500GB Portable External Hard Drive,3 days,0.17,3.0
9635,CA-2014-151330,2014-10-14,2014-10-17,First Class,06995bd404f477b2b964353f1a79077604e5c41c0e73b47dd4ce6f8bbe064bf7,Consumer,United States,Everett,Everett,2149.0,East,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",79.45,7.0,0.0,22.246,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",3 days,0.27999999999999997,3.0
9636,CA-2014-151330,2014-10-14,2014-10-17,First Class,06995bd404f477b2b964353f1a79077604e5c41c0e73b47dd4ce6f8bbe064bf7,Consumer,United States,Everett,Everett,2149.0,East,FUR-CH-10000749,Furniture,Chairs,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,40.74,9.0,0.0,7.2576,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,3 days,0.1781443298969072,3.0
9637,CA-2014-124702,2014-11-18,2014-11-25,Standard Class,08e78c5c7016583ea3b387fe33cb9294d4b65d1915e5347516f2447fb63a4634,Corporate,United States,Seattle,Seattle,98105.0,West,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",137.54,2.0,0.0,55.016,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",7 days,0.4,7.0
9638,CA-2014-124702,2014-11-18,2014-11-25,Standard Class,08e78c5c7016583ea3b387fe33cb9294d4b65d1915e5347516f2447fb63a4634,Corporate,United States,Seattle,Seattle,98105.0,West,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",40.74,4.0,0.0,7.2576,"Lesro Round Back Collection Coffee Table, End Table",7 days,0.1781443298969072,7.0
9639,US-2017-125808,2017-11-12,2017-11-15,Second Class,1f46ad3966b04be329665717336598e334a09c372f54f34663b0adbdeb533cad,Consumer,United States,Los Angeles,Los Angeles,90032.0.0,West,OFF-PA-10001846,Office Supplies,Paper,Xerox 1899,11.56,2.0,0.0,5.6644,Xerox 1899,3 days,0.48999999999999994,3.0
9640,CA-2015-116638,2015-01-28,2015-01-31,Second Class,7bb3755527193638a5c501d038bf0e44944942de53c9417bdf59aa98c299925f,Consumer,United States,Concord,Concord,28027.0,South,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,40.74,13.0,0.4,7.2576,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,3 days,0.1781443298969072,3.0
9641,CA-2014-104563,2014-03-07,2014-03-12,Standard Class,49501ef23dc84cbbb3dc9de66a5f7fe92cb0e50d550612a3ec0fd96bedd4a778,Corporate,United States,Seattle,Seattle,98103.0,West,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,20.65,5.0,0.0,9.499,Newell Chalk Holder,5 days,0.4600000000000001,5.0
9642,CA-2014-104563,2014-03-07,2014-03-12,Standard Class,49501ef23dc84cbbb3dc9de66a5f7fe92cb0e50d550612a3ec0fd96bedd4a778,Corporate,United States,Seattle,Seattle,98103.0,West,OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",204.9,5.0,0.0,0.0,"Contico 72""H Heavy-Duty Storage System",5 days,0.0,5.0
9643,CA-2014-104563,2014-03-07,2014-03-12,Standard Class,49501ef23dc84cbbb3dc9de66a5f7fe92cb0e50d550612a3ec0fd96bedd4a778,Corporate,United States,Seattle,Seattle,98103.0,West,FUR-CH-10002780,Furniture,Chairs,Office Star - Task Chair with Contemporary Loop Arms,436.704,6.0,0.2,21.8352,Office Star - Task Chair with Contemporary Loop Arms,5 days,0.05,5.0
9644,CA-2014-104563,2014-03-07,2014-03-12,Standard Class,49501ef23dc84cbbb3dc9de66a5f7fe92cb0e50d550612a3ec0fd96bedd4a778,Corporate,United States,Seattle,Seattle,98103.0,West,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",481.568,2.0,0.2,54.1764,"Global Leather and Oak Executive Chair, Black",5 days,0.1125,5.0
9645,US-2017-107979,2017-06-08,2017-06-13,Standard Class,3ab6b4cace3a73811861a015ba8a97f4e12779ba7910dd9519a9b1547e0b44aa,Consumer,United States,Glendale,Glendale,85301.0,West,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,89.544,7.0,0.2,12.3123,Memorex Micro Travel Drive 16 GB,5 days,0.1375,5.0
9646,US-2017-107979,2017-06-08,2017-06-13,Standard Class,3ab6b4cace3a73811861a015ba8a97f4e12779ba7910dd9519a9b1547e0b44aa,Consumer,United States,Glendale,Glendale,85301.0,West,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,35.168,2.0,0.2,-8.3524,Rogers Deluxe File Chest,5 days,-0.2375,5.0
9647,US-2017-107979,2017-06-08,2017-06-13,Standard Class,3ab6b4cace3a73811861a015ba8a97f4e12779ba7910dd9519a9b1547e0b44aa,Consumer,United States,Glendale,Glendale,85301.0,West,OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,72.588,2.0,0.0,7.2576,GBC VeloBinder Electric Binding Machine,5 days,0.0999834683418747,5.0
9648,CA-2014-150518,2014-11-19,2014-11-24,Standard Class,5b0a4fb8abc5d4c13054089517d26156fbfc8d93305536523211f40c3e25773e,Consumer,United States,Coon Rapids,Coon Rapids,55433.0,Central,OFF-ST-10000877,Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders,221.16,4.0,0.0,57.5016,Recycled Steel Personal File for Standard File Folders,5 days,0.26,5.0
9649,CA-2014-150518,2014-11-19,2014-11-24,Standard Class,5b0a4fb8abc5d4c13054089517d26156fbfc8d93305536523211f40c3e25773e,Consumer,United States,Coon Rapids,Coon Rapids,55433.0,Central,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,281.97,3.0,0.0,7.2576,Jabra SPEAK 410,5 days,0.02573890839451005,5.0
9650,CA-2016-107104,2016-11-26,2016-11-30,Standard Class,18e780c8b5090b029818e6ae6ea451713b832432bd1bdee2c45996f5e503c6c0,Consumer,United States,Los Angeles,Los Angeles,90045.0,West,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,40.74,8.0,0.15,7.2576,DMI Eclipse Executive Suite Bookcases,4 days,0.1781443298969072,4.0
9651,CA-2016-107104,2016-11-26,2016-11-30,Standard Class,18e780c8b5090b029818e6ae6ea451713b832432bd1bdee2c45996f5e503c6c0,Consumer,United States,Los Angeles,Los Angeles,90045.0,West,OFF-AR-10004269,Office Supplies,Art,Newell 31,37.17,9.0,0.0,10.4076,Newell 31,4 days,0.27999999999999997,4.0
9652,CA-2016-107104,2016-11-26,2016-11-30,Standard Class,c72b076609bc79332e52e2362b43733fe82d8900be909c670c720c11bd4efe80,Consumer,United States,Los Angeles,Los Angeles,90045.0,West,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,64.96,2.0,0.0,19.488,Belkin F9S820V06 8 Outlet Surge,4 days,0.30000000000000004,4.0
9653,CA-2016-107104,2016-11-26,2016-11-30,Standard Class,18e780c8b5090b029818e6ae6ea451713b832432bd1bdee2c45996f5e503c6c0,Consumer,United States,Los Angeles,Los Angeles,90045.0,West,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",,6.0,0.0,7.2576,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",4 days,,4.0
9654,CA-2017-161893,2017-01-23,2017-01-27,Standard Class,6d98502ed8c04e84fe8f610f00a13c7b8def3b7958c1ed428ca0ccdd0d3bee4a,Home Office,United States,Tucson,Tucson,85705.0,West,TEC-AC-10001874,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,95.984,2.0,0.2,11.998,Logitech Wireless Anywhere Mouse MX for PC and Mac,4 days,0.125,4.0
9655,CA-2017-161893,2017-01-23,2017-01-27,Standard Class,6d98502ed8c04e84fe8f610f00a13c7b8def3b7958c1ed428ca0ccdd0d3bee4a,Home Office,United States,Tucson,Tucson,85705.0,West,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,4.938,2.0,0.0,-3.6212,Wilson Jones data.warehouse D-Ring Binders with DublLock,4 days,-0.7333333333333334,4.0
9656,CA-2014-156160,2014-09-22,2014-09-29,Standard Class,91b9d6dffe9b9f4bf08ed5b3c8219b648030e103f1094d5a90637f3a22142b9b,Consumer,United States,New York City,New York City,10035.0,East,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",97.44,3.0,0.0,35.0784,"Computer Room Manger, 14""",7 days,0.36000000000000004,7.0
9657,CA-2014-156160,2014-09-22,2014-09-29,Standard Class,91b9d6dffe9b9f4bf08ed5b3c8219b648030e103f1094d5a90637f3a22142b9b,Consumer,United States,New York City,New York City,10035.0,East,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,3.984,1.0,0.2,1.3944,Cardinal Holdit Business Card Pockets,7 days,0.35000000000000003,7.0
9658,CA-2014-156160,2014-09-22,2014-09-29,Standard Class,91b9d6dffe9b9f4bf08ed5b3c8219b648030e103f1094d5a90637f3a22142b9b,Consumer,United States,New York City,New York City,10035.0,East,OFF-AR-10003876,Office Supplies,Art,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",13.04,4.0,0.0,5.7376,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",7 days,0.44,7.0
9659,CA-2014-156160,2014-09-22,2014-09-29,Standard Class,91b9d6dffe9b9f4bf08ed5b3c8219b648030e103f1094d5a90637f3a22142b9b,Consumer,United States,New York City,New York City,10035.0,East,FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,40.74,4.0,0.1,7.2576,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,7 days,0.1781443298969072,7.0
9660,CA-2014-100860,2014-03-26,2014-03-30,Second Class,8e9e117390136f613c33455e91566b73b6b7ee2fd3b0ed7cc0c504eade21a464,Consumer,United States,Pomona,Pomona,91767.0,West,OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,18.75,5.0,0.0,9.0,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,4 days,0.48,4.0
9661,CA-2016-160717,2016-06-06,2016-06-11,Standard Class,e502cb356ebcc731b14ff675c997ff8327af4c08b79e279c29a717177749f8df,Home Office,United States,Santa Barbara,Santa Barbara,93101.0,West,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,40.74,9.0,0.2,7.2576,Samsung Galaxy Mega 6.3,5 days,0.1781443298969072,5.0
9662,CA-2016-160717,2016-06-06,2016-06-11,Standard Class,e502cb356ebcc731b14ff675c997ff8327af4c08b79e279c29a717177749f8df,Home Office,United States,Santa Barbara,Santa Barbara,93101.0,West,TEC-AC-10002134,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,26.96,2.0,0.0,3.7744,Rosewill 107 Normal Keys USB Wired Standard Keyboard,5 days,0.13999999999999999,5.0
9663,CA-2016-160717,2016-06-06,2016-06-11,Standard Class,e502cb356ebcc731b14ff675c997ff8327af4c08b79e279c29a717177749f8df,Home Office,United States,Santa Barbara,Santa Barbara,93101.0,West,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,477.6,3.0,0.2,7.2576,Bose SoundLink Bluetooth Speaker,5 days,0.015195979899497487,5.0
9664,CA-2017-132619,2017-08-31,2017-09-05,Standard Class,e45defa8ff402eb4525f7dd0c1d1f7c88125c618381a08cb2aed7c2493abc07f,Consumer,United States,San Francisco,San Francisco,94109.0,West,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,193.95,3.0,0.0,9.6975,Space Solutions Commercial Steel Shelving,5 days,0.05,5.0
9665,US-2015-120957,2015-12-07,2015-12-07,Same Day,25eaa37317379b5c7719c79b186b2555b313176e5ef890fdcf3513938739e689,Corporate,United States,Riverside,Riverside,92503.0,West,OFF-PA-10003953,Office Supplies,Paper,Xerox 218,12.96,2.0,0.0,6.2208,Xerox 218,0 days,0.4799999999999999,0.0
9666,CA-2017-157448,2017-11-16,,Standard Class,ec256fdef770504292f993857b86aff8730e6c611d904bb08c7107909aa199bb,Consumer,United States,Los Angeles,Los Angeles,90049.0,West,FUR-FU-10003268,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,119.94,3.0,0.0,23.988,Eldon Radial Chair Mat for Low to Medium Pile Carpets,,0.2,
9667,CA-2017-157448,2017-11-16,2017-11-20,Standard Class,ec256fdef770504292f993857b86aff8730e6c611d904bb08c7107909aa199bb,Consumer,United States,Los Angeles,Los Angeles,90049.0,West,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,12.42,3.0,0.0,4.4712,Eldon Image Series Black Desk Accessories,4 days,0.36,4.0
9668,CA-2016-126270,2016-04-23,2016-04-27,Standard Class,e80ed5b8a457305e98d57a560900821cee39d4901f3d97e3f8c5fcf176d114a5,Consumer,United States,San Clemente,San Clemente,92672.0,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,18.088,7.0,0.2,6.5569,Recycled Pressboard Report Cover with Reinforced Top Hinge,4 days,0.3625,4.0
9669,CA-2016-126270,2016-04-23,2016-04-27,Standard Class,e80ed5b8a457305e98d57a560900821cee39d4901f3d97e3f8c5fcf176d114a5,Consumer,United States,San Clemente,San Clemente,92672.0,West,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",71.97,3.0,0.0,35.985,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",4 days,0.5,4.0
9670,CA-2017-145275,2017-04-02,2017-04-06,Standard Class,c72b076609bc79332e52e2362b43733fe82d8900be909c670c720c11bd4efe80,Consumer,United States,Decatur,Decatur,35601.0,South,OFF-LA-10001569,Office Supplies,Labels,Avery 499,14.94,3.0,0.0,6.8724,Avery 499,4 days,0.46,4.0
9671,CA-2015-133396,2015-08-13,2015-08-15,First Class,397f65136486c9bbe139df08795f8ae89baac6e44ce80f6497b568ff0a6df4b0,Corporate,United States,Greensboro,Greensboro,27405.0,South,OFF-AR-10001446,Office Supplies,Art,Newell 309,64.68,7.0,0.2,8.085,Newell 309,2 days,0.125,2.0
9672,US-2017-140312,2017-11-13,2017-11-19,Standard Class,87e4721f9ce7d509109edc028b2aeef18e075f4ec9538443aec9a5351166b98d,Consumer,United States,Dublin,Dublin,94568.0,West,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22.0,5.0,0.2,1.375,Samsung Replacement EH64AVFWE Premium Headset,6 days,0.0625,6.0
9673,CA-2016-114867,2016-12-23,2016-12-28,Standard Class,d694df1801a82b53d134cbf94e6ae05415ce715eae1e7021f240e2a010b84d84,Home Office,United States,Philadelphia,Philadelphia,19143.0,East,OFF-PA-10000477,Office Supplies,Paper,Xerox 1952,7.968,2.0,0.2,2.6892,Xerox 1952,5 days,0.3375,5.0
9674,CA-2016-114867,2016-12-23,2016-12-28,Standard Class,d694df1801a82b53d134cbf94e6ae05415ce715eae1e7021f240e2a010b84d84,Home Office,United States,Philadelphia,Philadelphia,19143.0,East,TEC-PH-10002645,Technology,Phones,LG G2,40.74,5.0,0.4,7.2576,LG G2,5 days,0.1781443298969072,5.0
9675,US-2014-164644,2014-07-22,2014-07-24,Second Class,8b46c06d5697825fb27f722580d47657a68724f49016d7e37e0eae7a06e199cc,Consumer,United States,Houston,Houston,77095.0,Central,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,26.632,1.0,0.2,1.3316,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,2 days,0.049999999999999996,2.0
9676,CA-2016-137393,2016-05-06,2016-05-10,Standard Class,31cd763fe2e896605920cb11125e309f52187961d8a9f657c4b0a381c8b7dc83,Consumer,United States,Bakersfield,Bakersfield,93309.0,West,FUR-FU-10001617,Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",41.6,4.0,0.0,14.144,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",4 days,0.33999999999999997,4.0
9677,US-2014-120175,2014-11-28,2014-12-03,Standard Class,5b579ccf5b583de4c3adf6023355987d6561e06fd005950a92d7270869e20985,Corporate,United States,Richmond,Richmond,47374.0,Central,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,64.02,6.0,0.0,29.4492,Laser & Ink Jet Business Envelopes,5 days,0.46,5.0
9678,CA-2016-144785,2016-04-18,2016-04-23,Standard Class,cc4a00b8562b5190ea573e15e164c0e4faaa4493bd3b2a7b8a25abf28c7576e2,Corporate,United States,New York City,New York City,10009.0,East,OFF-AR-10001573,Office Supplies,Art,American Pencil,6.99,3.0,0.0,2.0271,American Pencil,5 days,0.29,5.0
9679,CA-2016-144785,2016-04-18,2016-04-23,Standard Class,cc4a00b8562b5190ea573e15e164c0e4faaa4493bd3b2a7b8a25abf28c7576e2,Corporate,United States,New York City,New York City,10009.0,East,OFF-SU-10004290,Office Supplies,Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",6.84,1.0,0.0,1.8468,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",5 days,0.27,5.0
9680,CA-2015-130113,2015-12-27,2015-12-31,Standard Class,9f7b79797209ed1fb0f0348b09c1a0eed1a119d9b648f48bae63191a85203458,Corporate,United States,San Francisco,San Francisco,94122.0,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.1,2.0,0.0,61.389,Fellowes Super Stor/Drawer Files,4 days,0.19,4.0
9681,CA-2015-130113,2015-12-27,2015-12-31,Standard Class,9f7b79797209ed1fb0f0348b09c1a0eed1a119d9b648f48bae63191a85203458,Corporate,United States,San Francisco,San Francisco,94122.0,West,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,40.74,9.0,0.2,7.2576,Geemarc AmpliPOWER60,4 days,0.1781443298969072,4.0
9682,CA-2017-122770,2017-12-13,2017-12-18,Standard Class,1f46ad3966b04be329665717336598e334a09c372f54f34663b0adbdeb533cad,Consumer,United States,San Francisco,San Francisco,94122.0,West,OFF-LA-10004559,Office Supplies,Labels,Avery 49,8.64,3.0,0.0,4.2336,Avery 49,5 days,0.49,5.0
9683,CA-2017-122770,2017-12-13,2017-12-18,Standard Class,1f46ad3966b04be329665717336598e334a09c372f54f34663b0adbdeb533cad,Consumer,United States,San Francisco,San Francisco,94122.0,West,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,38.88,6.0,0.0,18.6624,Xerox 1996,5 days,0.48000000000000004,5.0
9684,CA-2017-122770,2017-12-13,2017-12-18,Standard Class,1f46ad3966b04be329665717336598e334a09c372f54f34663b0adbdeb533cad,Consumer,United States,San Francisco,San Francisco,94122.0,West,FUR-FU-10001473,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",201.04,8.0,0.0,54.2808,"Eldon Executive Woodline II Desk Accessories, Mahogany",5 days,0.27,5.0
9685,CA-2017-122770,2017-12-13,2017-12-18,Standard Class,1f46ad3966b04be329665717336598e334a09c372f54f34663b0adbdeb533cad,Consumer,United States,San Francisco,San Francisco,94122.0,West,OFF-PA-10000232,Office Supplies,Paper,Xerox 1975,12.96,2.0,0.0,6.3504,Xerox 1975,5 days,0.48999999999999994,5.0
9686,CA-2017-118668,2017-01-02,2017-01-04,Second Class,c0e2e23114cccfbbb7d77cede43326424631ac5e6bb2323cc386594549c0adef,Corporate,United States,Los Angeles,Los Angeles,90032.0,West,TEC-AC-10000682,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,16.59,1.0,0.0,5.8065,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,2 days,0.35,2.0
9687,CA-2017-116498,2017-05-30,2017-06-03,Standard Class,0eceb1abe53e7c3ac3ea4f175577c5af68f2e25520638ec5b35cb9d495974571,Consumer,United States,San Diego,San Diego,92037.0,West,OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",35.1,6.0,0.0,10.179,"Dixon My First Ticonderoga Pencil, #2",4 days,0.29,4.0
9688,US-2017-130603,2017-09-30,2017-10-06,Standard Class,d7b3203228fc0017e007f1b6c670027ff3f57baea251b4d41884569b21171244,Home Office,United States,Arlington,Arlington,76017.0,Central,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,11.646,9.0,0.0,-17.469,GBC Instant Report Kit,6 days,-1.5,6.0
9689,US-2017-135986,2017-06-20,2017-06-27,Standard Class,94fa84a56e1b77cf6fa955f609b2414db6d4101c4a8f0f336701d03e796a7b4d,Consumer,United States,Richmond,Richmond,23223.0,South,OFF-PA-10001534,Office Supplies,Paper,Xerox 230,32.4,5.0,0.0,15.552,Xerox 230,7 days,0.48,7.0
9690,US-2017-135986,2017-06-20,2017-06-27,Standard Class,94fa84a56e1b77cf6fa955f609b2414db6d4101c4a8f0f336701d03e796a7b4d,Consumer,United States,Richmond,Richmond,23223.0,South,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,40.74,4.0,0.0,7.2576,BlackBerry Q10,7 days,0.1781443298969072,7.0
9691,CA-2017-140536,2017-04-04,2017-04-05,First Class,c72b076609bc79332e52e2362b43733fe82d8900be909c670c720c11bd4efe80,Home Office,United States,New York City,New York City,10035.0,East,OFF-AR-10001545,Office Supplies,Art,Newell 326,7.04,4.0,0.0,2.0416,Newell 326,1 days,0.29,1.0
